SIGLA,IDENTIFICA,EMPRESA,AREA,YACIMIENTO,FORMACION,CUENCA_1,PROVINCIA,COTA,PROFUNDIDA,CLASIFICAC,SUBCLASIFI,TIPO_RECUR,SUB_TIPO_R,GASPLUS,TIPO_POZO,TIPO_EXTRA,TIPO_ESTAD,FECHA_INIC,FECHA_FIN_,ASFECHA_IN,FECHA_F_01,CUENCA_2,TIPO,UBICACION,GEOJSON,geometry
AS.Md.Vi.xp-1008,144503,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,907.42 m,2443 m,EXPLORACION,EXPLORATORIO PROFUNDO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Parado Alta Relación Agua/Petróleo,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4181 -33.5345)
YPF.Md.Vi-1121,144504,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,958.15 m,2022 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Parado Alta Relación Agua/Petróleo,2013-01-14,2013-02-05,2013-02-10,2013-02-17,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4785 -33.5476)
YPF.Md.ViO-9,144505,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),barrancas,CUYANA,Mendoza,974.93 m,2192 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Parado Alta Relación Agua/Petróleo,2012-12-27,2013-01-14,2013-01-19,2013-01-28,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4924 -33.5424)
YPF.Md.Vi-1087,144640,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),barrancas,CUYANA,Mendoza,952.05 m,2151 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Parado Transitoriamente,2013-02-05,2013-02-24,2013-02-27,2013-03-08,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4786 -33.5348)
YPF.Md.Vi-1105,144641,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,940.84 m,2027 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,2013-01-13,2013-01-30,2013-02-03,2013-02-12,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4668 -33.5484)
YPF.Md.Vi.a-1120,144642,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,838.5 m,1935 m,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,2013-02-13,2013-02-24,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.3556 -33.5978)
YPF.Md.ViO-11,144643,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,985.37 m,2075 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2013-02-25,2013-03-16,2013-03-20,2013-03-28,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4937 -33.5477)
CHE.Md.CH-1058,144783,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1021.31 m,2982 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Sin Sistema de Extracción,Parado Transitoriamente,2013-02-08,2013-03-25,2013-03-30,2013-04-10,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.9157 -33.3784)
AS.Md.GBB-13,144784,YPF S.A.,LA VENTANA (LAV),GRAN BAJADA BLANCA (Z168),rio blanco,CUYANA,Mendoza,1030.49 m,2455 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.6328 -33.4399)
AS.Md.VM-92,144785,YPF S.A.,LA VENTANA (LAV),VACAS MUERTAS (Z360),rio blanco,CUYANA,Mendoza,1096.39 m,2421 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.61413553 -33.47441479)
YPF.Md.Vi.a-1126,144838,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,984.45 m,2140 m,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,2013-03-16,2013-04-11,2013-04-13,2013-04-21,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4863 -33.5567)
AS.Md.PB-183,144912,YPF S.A.,LA VENTANA (LAV),PUNTA DE LAS BARDAS (Z311),rio blanco,CUYANA,Mendoza,1025.24 m,2436 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,En Reserva para Recup. Sec./Asist.,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.6748 -33.4703)
YPF.Md.B.IA-130(I),144913,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),conglomerado rojo inferior,CUYANA,Mendoza,931.02 m,2453 m,SERVICIO,INYECTOR DE AGUA,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,2013-03-25,2013-04-13,2013-04-18,2013-04-28,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.7854 -33.1924)
YPF.Md.B.IA-137(I),144914,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),conglomerado rojo inferior,CUYANA,Mendoza,959.81 m,2605 m,SERVICIO,INYECTOR DE AGUA,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,2013-04-13,2013-05-06,2013-05-10,2013-05-23,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.7925 -33.2008)
YPF.Md.Vi-1125,144919,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,949.58 m,2043 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,En Reserva para Recup. Sec./Asist.,2013-04-12,2013-05-09,2013-05-16,2013-05-23,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4727 -33.5498)
YPF.Md.B-524(d),145061,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),conglomerado rojo inferior,CUYANA,Mendoza,944.91 m,2550 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Electrosumergible,A Abandonar,2013-05-07,2013-06-03,2013-06-14,2013-06-22,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.7811 -33.2009)
YPF.Md.PB.a-223,145067,YPF S.A.,LA VENTANA (LAV),PUNTA DE LAS BARDAS (Z311),barrancas,CUYANA,Mendoza,1051.12 m,2620 m,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Otro tipo,Electrosumergible,En Espera de Reparación,2001-08-17,2001-09-06,2001-09-12,2001-09-27,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.6887 -33.4968)
YPF.Md.ViO.a-13,145068,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,981.05 m,2128 m,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,2013-05-09,2013-06-06,2013-06-08,2013-06-15,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.5002 -33.5402)
YPF.Md.B-440,145239,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),conglomerado rojo inferior,CUYANA,Mendoza,948.11 m,2534 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Parado Alta Relación Agua/Petróleo,1996-08-13,1996-08-29,1996-09-08,1996-09-12,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.7949 -33.1383)
YPF.Md.B.IA-154(I),145240,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),conglomerado rojo inferior,CUYANA,Mendoza,878.01 m,2385 m,SERVICIO,INYECTOR DE AGUA,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,En Reserva para Recup. Sec./Asist.,2013-06-04,2013-06-26,2013-07-05,2013-07-14,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.7606 -33.1922)
YPF.Md.Vi-1056,145245,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,934.35 m,2135 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Parado Alta Relación Agua/Petróleo,2013-06-22,2013-07-10,2013-07-13,2013-07-20,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4673 -33.5379)
YPF.Md.Vi-1062,145246,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),barrancas,CUYANA,Mendoza,920.6 m,2068 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2013-06-06,2013-06-22,2013-06-24,2013-07-26,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4246 -33.5582)
YPF.Md.Vi-1062,145247,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,920.6 m,2068 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2013-06-06,2013-06-22,2013-06-24,2013-07-26,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4246 -33.5582)
YPF.Md.B-344(I),145370,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),conglomerado rojo inferior,CUYANA,Mendoza,916.21 m,2540 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Electrosumergible,En Reserva para Recup. Sec./Asist.,2013-06-26,2013-07-24,2013-07-29,2013-08-08,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.7714 -33.2052)
YPF.Md.ECP-93(d),145371,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,895 m,2860 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2013-06-11,2013-07-16,2013-07-23,2013-08-19,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.8122 -33.0641)
YPF.Md.Vi-1060,145373,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,936.86 m,2138 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2012-02-06,2012-02-25,2012-02-29,2012-03-06,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4701 -33.5393)
YPF.Md.Vi.IA-IP5,145374,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,866.36 m,2038 m,SERVICIO,INYECTOR DE AGUA,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,2013-07-10,2013-08-04,2013-08-20,2013-08-29,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.3967 -33.5472)
YPF.Md.B-556,145528,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),conglomerado rojo inferior,CUYANA,Mendoza,972.38 m,2440 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2013-07-25,2013-09-03,2013-09-09,2013-09-22,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.8005 -33.1728)
YPF.Md.ECP-92(d),145529,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,957.76 m,2960 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,2013-07-16,2013-08-20,2013-08-30,2013-09-13,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.8154 -33.0686)
YPF.Md.Vi-1064,145531,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),barrancas,CUYANA,Mendoza,868.73 m,1973 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2012-10-30,2012-11-16,2012-11-22,2012-12-01,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.3866 -33.5746)
YPF.Md.B-553,145695,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),conglomerado rojo inferior,CUYANA,Mendoza,902.59 m,2260 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2013-09-04,2013-09-24,2013-09-27,2013-10-05,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.77970658 -33.17466179)
YPF.Md.Vi-1045,145698,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),barrancas,CUYANA,Mendoza,868.84 m,2003 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2013-09-10,2013-09-28,2013-10-03,2013-10-18,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.38960377 -33.56944167)
YPF.Md.Vi-1045,145699,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,868.84 m,2003 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2013-09-10,2013-09-28,2013-10-03,2013-10-18,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.38960377 -33.56944167)
YPF.Md.Vi-1084(d),145700,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,944.5 m,2022 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2013-09-28,2013-10-14,2013-10-18,2013-10-25,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.4612293 -33.554322)
YPF.Md.B-552(d),145846,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),conglomerado rojo inferior,CUYANA,Mendoza,895.67 m,2227 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2013-09-24,2013-10-16,2013-10-22,2013-10-31,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.77497221 -33.17453331)
YPF.Md.B-555,145847,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),conglomerado rojo inferior,CUYANA,Mendoza,916.76 m,2350 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,2013-10-15,2013-11-04,2013-11-13,2013-11-23,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.7863674 -33.16941146)
YPF.Md.CD.a-95,145848,YPF S.A.,VIZCACHERAS (VIZ),CAÑADA DURA (Z068),barrancas,CUYANA,Mendoza,942.36 m,2360 m,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,2013-10-30,2013-11-18,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.47923596 -33.50145884)
YPF.Md.Vi.IA-IP6,145849,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),barrancas,CUYANA,Mendoza,801.39 m,2076 m,SERVICIO,INYECTOR DE AGUA,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,2013-08-21,2013-09-10,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.34502017 -33.5592717)
YPF.Md.ViS.x-1,145850,YPF S.A.,VIZCACHERAS (VIZ),VIZCACHERAS (VIZ),papagayo,CUYANA,Mendoza,804.91 m,1880 m,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,2013-10-10,2013-10-29,2013-11-12,2014-02-22,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.31439455 -33.62907664)
YPF.Md.CDN.x-1,146022,YPF S.A.,VIZCACHERAS (VIZ),CAÑADA DURA (Z068),barrancas,CUYANA,Mendoza,981.4 m,2220 m,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,2013-11-21,2013-12-09,2013-12-19,2014-02-16,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.51213908 -33.47384947)
